"subjid";"trialno";"choice";"RT";"keypressed";"position_gambleA";"position_outcome1";"rewA1";"rewA2";"probA1";"probA2";"rewB1";"rewB2";"probB1";"probB2";"typeA";"typeB";"domainA1";"domainA2";"domainB1";"domainB2";"rewA1int";"rewA2int";"rewB1int";"rewB2int";"order";"age";"gender";"reward_LA";"general_risk";"general_time";"general_impulsivity";"agegroup";"dsst_n_responses";"dsst_n_accurate";"dsst_pcnt_accurate";"numeracy_n_accurate";"numeracy_pcnt_accurate";"practice_ind";"EV_A";"EV_B";"SD_A";"SD_B";"CV_A";"CV_B";"safeoption";"higherEV";"higherSD";"higherCV";"higherEV_SD";"higher_EV_choice";"higher_SD_choice";"higher_CV_choice"
33;5;"A";2.72333387734;"j";"right";"down";-7;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-7;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-0.5;-3;6.5;0;13;0;1;"A";"A";"A";1;1;1;1
33;13;"B";2.74786549393;"j";"left";"up";-8;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-8;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1;0;7;0;7;NA;1;"B";"A";NA;0;1;0;NA
33;45;"A";3.50629872194;"j";"right";"down";-8;6;50;50;"(0.5 x 4) - (0.5 x 10)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-8;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1;-3;7;0;7;0;1;"A";"A";"A";1;1;1;1
33;60;"B";3.14701072173;"j";"left";"up";-7;6;50;50;"(0.5 x 9) - (0.5 x 3)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-7;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-0.5;3;6.5;0;13;0;1;"B";"A";"A";0;1;0;0
33;20;"B";1.16946109629;"f";"right";"up";-8;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-8;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1;3;7;0;7;0;1;"B";"A";"A";0;1;0;0
33;34;"B";4.51931922993;"f";"right";"down";-9;6;50;50;"-5";5;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-5;5;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1.5;0;7.5;5;5;Inf;0;"B";"A";"B";0;1;0;1
33;38;"A";8.6463935803;"j";"right";"up";-3;6;50;50;"-3";3;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-3;6;-3;3;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1.5;0;4.5;3;3;Inf;0;"A";"A";"B";1;1;1;0
33;41;"B";3.6167541655;"f";"right";"up";-6;6;50;50;"-1";7;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-6;6;-1;7;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;0;3;6;4;Inf;1.33333333333333;0;"B";"A";"A";0;1;0;0
33;2;"A";3.70062971977;"f";"left";"up";-4;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-4;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1;-3;5;0;5;0;1;"A";"A";"A";1;1;1;1
33;57;"B";5.66909940011;"j";"left";"up";-4;6;50;50;"(0.5 x 12) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;1;0;0
33;9;"B";6.27404462203;"j";"left";"up";-4;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-4;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1;0;5;0;5;NA;1;"A";"A";NA;1;0;0;NA
33;50;"B";3.46845568897;"f";"right";"down";-4;6;50;50;"(0.5 x 9) - (0.5 x 9)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-4;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1;0;5;0;5;NA;1;"A";"A";NA;1;0;0;NA
33;16;"B";1.5583278361;"f";"right";"up";-4;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;1;0;0
33;23;"A";3.50090334;"j";"right";"down";-5;6;50;50;"-11";5;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-5;6;-11;5;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;0.5;-3;5.5;8;11;2.66666666666667;0;"A";"B";"A";0;1;0;1
33;37;"B";2.61281997501;"f";"right";"down";-8;6;50;50;"-4";10;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-4;10;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1;3;7;7;7;2.33333333333333;0;"B";"B";"A";1;1;1;0
33;15;"B";1.29732893407;"f";"right";"down";-3;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-3;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1.5;3;4.5;0;3;0;1;"B";"A";"A";0;1;0;0
33;42;"B";5.74581057206;"f";"right";"up";-3;6;50;50;"0";6;50;50;"risky mixed";"risky mixed";"loss";"gain";"gain";"gain";-3;6;0;6;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1.5;3;4.5;3;3;1;0;"B";"A";"A";0;1;0;0
33;19;"B";2.32100832748;"j";"left";"up";-7;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-7;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-0.5;3;6.5;0;13;0;1;"B";"A";"A";0;1;0;0
33;40;"B";2.58479496359;"j";"left";"up";-9;6;50;50;"-2";8;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-2;8;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1.5;3;7.5;5;5;1.66666666666667;0;"B";"A";"A";0;1;0;0
33;18;"B";1.73406258074;"f";"right";"down";-6;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-6;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;0;3;6;0;Inf;0;1;"B";"A";"A";0;1;0;0
33;35;"B";3.28523961024;"j";"left";"down";-5;6;50;50;"-5";11;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-5;6;-5;11;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;0.5;3;5.5;8;11;2.66666666666667;0;"B";"B";"A";1;1;1;0
33;53;"B";3.06259989587;"j";"left";"down";-7;6;50;50;"(0.5 x 6) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-7;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-0.5;0;6.5;0;13;NA;1;"B";"A";NA;0;1;0;NA
33;55;"B";4.49697219714;"f";"right";"down";-6;6;50;50;"(0.5 x 4) - (0.5 x 4)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-6;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;0;0;6;0;Inf;NA;1;"B";"A";NA;0;1;0;NA
33;43;"A";3.10547703027;"j";"right";"up";-4;6;50;50;"(0.5 x 6) - (0.5 x 12)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-4;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1;-3;5;0;5;0;1;"A";"A";"A";1;1;1;1
33;24;"A";5.5933775939;"f";"left";"down";-8;6;50;50;"-10";4;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-10;4;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1;-3;7;7;7;2.33333333333333;0;"A";"B";"A";0;1;0;1
33;4;"A";2.03122001741;"f";"left";"up";-6;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-6;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;0;-3;6;0;Inf;0;1;"A";"A";"A";1;1;1;1
33;47;"A";7.97034839471;"j";"right";"up";-9;6;50;50;"(0.5 x 2) - (0.5 x 8)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-9;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1.5;-3;7.5;0;5;0;1;"A";"A";"A";1;1;1;1
33;21;"B";1.5921053543;"j";"left";"down";-9;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-9;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;-1.5;3;7.5;0;5;0;1;"B";"A";"A";0;1;0;0
33;63;"B";3.02139174478;"f";"right";"down";-3;6;50;50;"(0.5 x 6) - (0.5 x 0)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-3;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";6;7;5;5;"YA";69;66;0.956521739130435;5;0.714285714285714;FALSE;1.5;3;4.5;0;3;0;1;"B";"A";"A";0;1;0;0
34;48;"A";15.2936961802;"f";"left";"down";-6;6;50;50;"(0.5 x 1) - (0.5 x 7)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-6;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0;-3;6;0;Inf;0;1;"A";"A";"A";1;1;1;1
34;38;"A";11.134593087;"j";"right";"up";-3;6;50;50;"-3";3;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-3;6;-3;3;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1.5;0;4.5;3;3;Inf;0;"A";"A";"B";1;1;1;0
34;53;"A";11.9415121643;"f";"left";"down";-7;6;50;50;"(0.5 x 6) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-7;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-0.5;0;6.5;0;13;NA;1;"B";"A";NA;0;0;1;NA
34;26;"A";5.3722702745;"f";"left";"up";-7;6;50;50;"-9";3;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-7;6;-9;3;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-0.5;-3;6.5;6;13;2;0;"A";"A";"A";1;1;1;1
34;45;"A";14.0420947293;"f";"left";"down";-8;6;50;50;"(0.5 x 4) - (0.5 x 10)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-8;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1;-3;7;0;7;0;1;"A";"A";"A";1;1;1;1
34;17;"B";4.30095032864;"j";"left";"up";-5;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-5;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0.5;3;5.5;0;11;0;1;"B";"A";"A";0;1;0;0
34;37;"B";6.69340992632;"j";"left";"up";-8;6;50;50;"-4";10;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-4;10;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1;3;7;7;7;2.33333333333333;0;"B";"B";"A";1;1;1;0
34;24;"A";5.5498826254;"f";"left";"up";-8;6;50;50;"-10";4;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-10;4;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1;-3;7;7;7;2.33333333333333;0;"A";"B";"A";0;1;0;1
34;50;"A";8.74028746743;"f";"left";"up";-4;6;50;50;"(0.5 x 9) - (0.5 x 9)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-4;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1;0;5;0;5;NA;1;"A";"A";NA;1;1;1;NA
34;55;"A";5.49928034795;"f";"left";"up";-6;6;50;50;"(0.5 x 4) - (0.5 x 4)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-6;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0;0;6;0;Inf;NA;1;"B";"A";NA;0;0;1;NA
34;31;"B";4.09972563176;"f";"right";"up";-7;6;50;50;"-6";6;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-7;6;-6;6;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-0.5;0;6.5;6;13;Inf;0;"B";"A";"B";0;1;0;1
34;44;"A";19.2522359085;"f";"left";"down";-5;6;50;50;"(0.5 x 5) - (0.5 x 11)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-5;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0.5;-3;5.5;0;11;0;1;"A";"A";"A";1;1;1;1
34;40;"B";2.8375353904;"f";"right";"up";-9;6;50;50;"-2";8;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-2;8;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1.5;3;7.5;5;5;1.66666666666667;0;"B";"A";"A";0;1;0;0
34;27;"A";10.5208050794;"f";"left";"up";-5;6;50;50;"-8";8;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-5;6;-8;8;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0.5;0;5.5;8;11;Inf;0;"A";"B";"B";0;1;0;0
34;36;"B";4.69630349561;"f";"right";"up";-6;6;50;50;"-4";4;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-6;6;-4;4;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0;0;6;4;Inf;Inf;0;"B";"A";"B";0;1;0;1
34;60;"B";12.7689577416;"j";"left";"down";-7;6;50;50;"(0.5 x 9) - (0.5 x 3)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-7;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-0.5;3;6.5;0;13;0;1;"B";"A";"A";0;1;0;0
34;18;"B";2.18235221918;"f";"right";"up";-6;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-6;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0;3;6;0;Inf;0;1;"B";"A";"A";0;1;0;0
34;8;"A";2.59555635962;"f";"left";"up";-3;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-3;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1.5;0;4.5;0;3;NA;1;"A";"A";NA;1;1;1;NA
34;57;"B";5.84086504532;"j";"left";"up";-4;6;50;50;"(0.5 x 12) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;1;0;0
34;14;"B";4.7799039337;"f";"right";"up";-9;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-9;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1.5;0;7.5;0;5;NA;1;"B";"A";NA;0;1;0;NA
34;16;"B";1.95302161062;"f";"right";"down";-4;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;1;0;0
34;6;"A";3.11161381326;"f";"left";"up";-8;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-8;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1;-3;7;0;7;0;1;"A";"A";"A";1;1;1;1
34;39;"B";5.32472087338;"f";"right";"up";-7;6;50;50;"-3";9;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-7;6;-3;9;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-0.5;3;6.5;6;13;2;0;"B";"A";"A";0;1;0;0
34;32;"A";4.66848960053;"f";"left";"down";-3;6;50;50;"-6";0;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-3;6;-6;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1.5;-3;4.5;3;3;1;0;"A";"A";"A";1;1;1;1
34;51;"A";4.98249617731;"f";"left";"up";-5;6;50;50;"(0.5 x 8) - (0.5 x 8)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-5;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;0.5;0;5.5;0;11;NA;1;"A";"A";NA;1;1;1;NA
34;56;"A";7.97140203742;"j";"right";"down";-3;6;50;50;"(0.5 x 3) - (0.5 x 3)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-3;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1.5;0;4.5;0;3;NA;1;"A";"A";NA;1;1;1;NA
34;12;"B";7.24114509323;"j";"left";"up";-7;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-7;6;0;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-0.5;0;6.5;0;13;NA;1;"B";"A";NA;0;1;0;NA
34;43;"A";4.71630442102;"j";"right";"up";-4;6;50;50;"(0.5 x 6) - (0.5 x 12)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-4;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;1;-3;5;0;5;0;1;"A";"A";"A";1;1;1;1
34;7;"A";5.02800589462;"j";"right";"up";-9;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-9;6;-3;0;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1.5;-3;7.5;0;5;0;1;"A";"A";"A";1;1;1;1
34;34;"B";4.41572257638;"f";"right";"down";-9;6;50;50;"-5";5;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-5;5;"[03framing.py, 01choiceDD.py, 01choiceLA.py, 03framing_block2.py, 04dsst.py, 05numeracy.py, 02demographics.py]";25;"w";7;3;4;4;"YA";59;56;0.949152542372881;2;0.285714285714286;FALSE;-1.5;0;7.5;5;5;Inf;0;"B";"A";"B";0;1;0;1
