"subjid";"trialno";"choice";"RT";"keypressed";"position_gambleA";"position_outcome1";"rewA1";"rewA2";"probA1";"probA2";"rewB1";"rewB2";"probB1";"probB2";"typeA";"typeB";"domainA1";"domainA2";"domainB1";"domainB2";"rewA1int";"rewA2int";"rewB1int";"rewB2int";"order";"age";"gender";"reward_LA";"general_risk";"general_time";"general_impulsivity";"agegroup";"dsst_n_responses";"dsst_n_accurate";"dsst_pcnt_accurate";"numeracy_n_accurate";"numeracy_pcnt_accurate";"practice_ind";"EV_A";"EV_B";"SD_A";"SD_B";"CV_A";"CV_B";"safeoption";"higherEV";"higherSD";"higherCV";"higherEV_SD";"higher_EV_choice";"higher_SD_choice";"higher_CV_choice"
112;50;"A";10.002946214;"j";"right";"up";-4;6;50;50;"(0.5 x 9) - (0.5 x 9)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-4;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;0;5;0;5;NA;1;"A";"A";NA;1;1;1;NA
112;36;"A";10.2632403699;"f";"left";"up";-6;6;50;50;"-4";4;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-6;6;-4;4;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;0;6;4;Inf;Inf;0;"B";"A";"B";0;0;1;0
112;17;"B";8.68895166978;"f";"right";"up";-5;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-5;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;3;5.5;0;11;0;1;"B";"A";"A";0;1;0;0
112;27;"A";9.56200708266;"f";"left";"up";-5;6;50;50;"-8";8;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-5;6;-8;8;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;0;5.5;8;11;Inf;0;"A";"B";"B";0;1;0;0
112;39;"B";8.65632527266;"f";"right";"up";-7;6;50;50;"-3";9;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-7;6;-3;9;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;3;6.5;6;13;2;0;"B";"A";"A";0;1;0;0
112;54;"B";9.33886032441;"f";"right";"up";-9;6;50;50;"(0.5 x 5) - (0.5 x 5)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-9;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;0;7.5;0;5;NA;1;"B";"A";NA;0;1;0;NA
112;45;"A";18.3298440895;"j";"right";"down";-8;6;50;50;"(0.5 x 4) - (0.5 x 10)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-8;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;-3;7;0;7;0;1;"A";"A";"A";1;1;1;1
112;37;"B";8.6413853024;"j";"left";"up";-8;6;50;50;"-4";10;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-4;10;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;3;7;7;7;2.33333333333333;0;"B";"B";"A";1;1;1;0
112;11;"B";5.9323830865;"f";"right";"down";-6;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-6;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;0;6;0;Inf;NA;1;"B";"A";NA;0;1;0;NA
112;32;"A";9.28351921024;"f";"left";"down";-3;6;50;50;"-6";0;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-3;6;-6;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;-3;4.5;3;3;1;0;"A";"A";"A";1;1;1;1
112;8;"B";3.82860564895;"f";"right";"up";-3;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-3;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;0;4.5;0;3;NA;1;"A";"A";NA;1;0;0;NA
112;15;"A";9.569122159;"j";"right";"up";-3;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-3;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;3;4.5;0;3;0;1;"B";"A";"A";0;0;1;1
112;55;"B";13.7508789603;"j";"left";"up";-6;6;50;50;"(0.5 x 4) - (0.5 x 4)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-6;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;0;6;0;Inf;NA;1;"B";"A";NA;0;1;0;NA
112;10;"A";9.47710353418;"j";"right";"up";-5;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-5;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;0;5.5;0;11;NA;1;"A";"A";NA;1;1;1;NA
112;34;"B";12.238929533;"j";"left";"up";-9;6;50;50;"-5";5;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-5;5;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;0;7.5;5;5;Inf;0;"B";"A";"B";0;1;0;1
112;29;"B";10.2491839314;"j";"left";"down";-8;6;50;50;"-7";7;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-7;7;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;0;7;7;7;Inf;0;"B";"B";"B";1;1;1;1
112;19;"B";13.0435266132;"f";"right";"up";-7;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-7;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;3;6.5;0;13;0;1;"B";"A";"A";0;1;0;0
112;63;"A";11.3967525707;"j";"right";"down";-3;6;50;50;"(0.5 x 6) - (0.5 x 0)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-3;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;3;4.5;0;3;0;1;"B";"A";"A";0;0;1;1
112;5;"A";7.45712391441;"j";"right";"down";-7;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-7;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;-3;6.5;0;13;0;1;"A";"A";"A";1;1;1;1
112;4;"A";5.99552720718;"j";"right";"up";-6;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-6;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;-3;6;0;Inf;0;1;"A";"A";"A";1;1;1;1
112;59;"B";12.9926413914;"j";"left";"up";-8;6;50;50;"(0.5 x 10) - (0.5 x 4)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-8;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;3;7;0;7;0;1;"B";"A";"A";0;1;0;0
112;53;"B";17.0056162031;"f";"right";"up";-7;6;50;50;"(0.5 x 6) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-7;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;0;6.5;0;13;NA;1;"B";"A";NA;0;1;0;NA
112;7;"B";5.75383043838;"f";"right";"down";-9;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-9;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;-3;7.5;0;5;0;1;"A";"A";"A";1;0;0;0
112;48;"B";6.904371889;"j";"left";"up";-6;6;50;50;"(0.5 x 1) - (0.5 x 7)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-6;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;-3;6;0;Inf;0;1;"A";"A";"A";1;0;0;0
112;52;"B";9.06476905438;"f";"right";"up";-8;6;50;50;"(0.5 x 7) - (0.5 x 7)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-8;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;0;7;0;7;NA;1;"B";"A";NA;0;1;0;NA
112;28;"B";11.8744013511;"f";"right";"down";-9;6;50;50;"-8";2;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-8;2;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;-3;7.5;5;5;1.66666666666667;0;"A";"A";"A";1;0;0;0
112;31;"A";6.34820570193;"j";"right";"up";-7;6;50;50;"-6";6;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-7;6;-6;6;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;0;6.5;6;13;Inf;0;"B";"A";"B";0;0;1;0
112;49;"A";10.6746580713;"j";"right";"down";-3;6;50;50;"(0.5 x 0) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-3;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;-3;4.5;0;3;0;1;"A";"A";"A";1;1;1;1
112;46;"B";5.29228609471;"j";"left";"down";-7;6;50;50;"(0.5 x 3) - (0.5 x 9)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-7;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;-3;6.5;0;13;0;1;"A";"A";"A";1;0;0;0
112;14;"A";5.43754048481;"f";"left";"down";-9;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-9;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;0;7.5;0;5;NA;1;"B";"A";NA;0;0;1;NA
112;6;"A";14.7446972858;"j";"right";"down";-8;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-8;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;-3;7;0;7;0;1;"A";"A";"A";1;1;1;1
112;30;"A";8.49558067899;"f";"left";"up";-6;6;50;50;"-7";1;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-6;6;-7;1;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;-3;6;4;Inf;1.33333333333333;0;"A";"A";"A";1;1;1;1
112;38;"A";8.41606226889;"j";"right";"down";-3;6;50;50;"-3";3;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-3;6;-3;3;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;0;4.5;3;3;Inf;0;"A";"A";"B";1;1;1;0
112;13;"A";5.87568910765;"f";"left";"down";-8;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-8;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;0;7;0;7;NA;1;"B";"A";NA;0;0;1;NA
112;12;"B";4.73349951155;"f";"right";"down";-7;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-7;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;0;6.5;0;13;NA;1;"B";"A";NA;0;1;0;NA
112;2;"A";7.25333146044;"j";"right";"down";-4;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-4;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;-3;5;0;5;0;1;"A";"A";"A";1;1;1;1
112;57;"A";15.4157732994;"j";"right";"down";-4;6;50;50;"(0.5 x 12) - (0.5 x 6)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;0;1;1
112;61;"B";9.76338693259;"f";"right";"up";-9;6;50;50;"(0.5 x 8) - (0.5 x 2)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-9;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;3;7.5;0;5;0;1;"B";"A";"A";0;1;0;0
112;18;"B";5.85712191962;"j";"left";"down";-6;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-6;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;3;6;0;Inf;0;1;"B";"A";"A";0;1;0;0
112;1;"A";5.53989579367;"j";"right";"down";-3;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-3;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;-3;4.5;0;3;0;1;"A";"A";"A";1;1;1;1
112;44;"A";10.1071001707;"f";"left";"down";-5;6;50;50;"(0.5 x 5) - (0.5 x 11)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-5;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;-3;5.5;0;11;0;1;"A";"A";"A";1;1;1;1
112;47;"B";6.63541890042;"j";"left";"up";-9;6;50;50;"(0.5 x 2) - (0.5 x 8)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-9;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;-3;7.5;0;5;0;1;"A";"A";"A";1;0;0;0
112;51;"A";8.18244306913;"j";"right";"up";-5;6;50;50;"(0.5 x 8) - (0.5 x 8)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-5;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;0;5.5;0;11;NA;1;"A";"A";NA;1;1;1;NA
112;62;"B";9.28363723612;"j";"left";"down";-6;6;50;50;"(0.5 x 7) - (0.5 x 1)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-6;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0;3;6;0;Inf;0;1;"B";"A";"A";0;1;0;0
112;25;"A";6.30870748367;"j";"right";"down";-4;6;50;50;"-9";9;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-4;6;-9;9;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;0;5;9;5;Inf;0;"A";"B";"B";0;1;0;0
112;35;"B";7.3731207981;"f";"right";"down";-5;6;50;50;"-5";11;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-5;6;-5;11;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;3;5.5;8;11;2.66666666666667;0;"B";"B";"A";1;1;1;0
112;42;"A";11.8828385389;"f";"left";"down";-3;6;50;50;"0";6;50;50;"risky mixed";"risky mixed";"loss";"gain";"gain";"gain";-3;6;0;6;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;3;4.5;3;3;1;0;"B";"A";"A";0;0;1;1
112;56;"A";9.98794501435;"f";"left";"up";-3;6;50;50;"(0.5 x 3) - (0.5 x 3)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-3;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1.5;0;4.5;0;3;NA;1;"A";"A";NA;1;1;1;NA
112;33;"B";12.1363772373;"j";"left";"down";-4;6;50;50;"-6";12;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-4;6;-6;12;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;3;5;9;5;3;0;"B";"B";"A";1;1;1;0
112;43;"A";11.2711924326;"j";"right";"down";-4;6;50;50;"(0.5 x 6) - (0.5 x 12)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"loss";"gain";-4;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;-3;5;0;5;0;1;"A";"A";"A";1;1;1;1
112;60;"A";9.41688429419;"j";"right";"up";-7;6;50;50;"(0.5 x 9) - (0.5 x 3)";0;100;0;"risky mixed";"complex safe";"loss";"gain";"gain";"gain";-7;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-0.5;3;6.5;0;13;0;1;"B";"A";"A";0;0;1;1
112;3;"A";7.41327951798;"j";"right";"up";-5;6;50;50;"-3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"loss";"gain";-5;6;-3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;-3;5.5;0;11;0;1;"A";"A";"A";1;1;1;1
112;16;"B";5.21703850359;"j";"left";"up";-4;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;1;0;0
112;40;"B";12.2608862247;"f";"right";"up";-9;6;50;50;"-2";8;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-9;6;-2;8;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;3;7.5;5;5;1.66666666666667;0;"B";"A";"A";0;1;0;0
112;21;"B";9.03985672878;"j";"left";"down";-9;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-9;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1.5;3;7.5;0;5;0;1;"B";"A";"A";0;1;0;0
112;24;"A";12.2668969557;"j";"right";"up";-8;6;50;50;"-10";4;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-8;6;-10;4;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;-3;7;7;7;2.33333333333333;0;"A";"B";"A";0;1;0;1
112;23;"A";10.1640094221;"j";"right";"down";-5;6;50;50;"-11";5;50;50;"risky mixed";"risky mixed";"loss";"gain";"loss";"gain";-5;6;-11;5;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;0.5;-3;5.5;8;11;2.66666666666667;0;"A";"B";"A";0;1;0;1
112;20;"B";5.69775983563;"f";"right";"down";-8;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-8;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";75;"w";0;5;6;6;"OA";33;33;1;1;0.142857142857143;FALSE;-1;3;7;0;7;0;1;"B";"A";"A";0;1;0;0
113;16;"B";10.8984408939;"j";"left";"down";-4;6;50;50;"3";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-4;6;3;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";73;"w";4;6;6;5;"OA";42;41;0.976190476190476;3;0.428571428571429;FALSE;1;3;5;0;5;0;1;"B";"A";"A";0;1;0;0
113;11;"A";8.56273826833;"j";"right";"down";-6;6;50;50;"0";0;100;0;"risky mixed";"simple safe";"loss";"gain";"gain";"gain";-6;6;0;0;"[03framing.py, 01choiceLA.py, 01choiceDD.py, 03framing_block2.py, 05numeracy.py, 04dsst.py, 02demographics.py]";73;"w";4;6;6;5;"OA";42;41;0.976190476190476;3;0.428571428571429;FALSE;0;0;6;0;Inf;NA;1;"B";"A";NA;0;0;1;NA
