outcome_num,dv_old_mean,dv_young_mean,dv_old_sd,dv_young_sd,first_author,year_of_publication,title_of_article
1,3.75,2,2.101586702153082,1.6492422502470643,Albert,2012,Differences in risk aversion between young and older adults
