correl,min_age,max_age,cond
0.061261728996610254,21,82,Overall
0.02512739110588548,21,82,Gain
0.05991221027277497,21,82,Loss
0.045114081250778156,21,82,Mixed
0.07062387319323823,21,82,Negative Skew
0.09822462572967597,21,82,Positive Skew
-0.029176468936176956,21,82,Symmetric
